Date,Price,Open,High,Low,Vol.,Change %
23-Jul-21,"33,603.30","32,297.90","33,605.60","32,041.10",66.15K,4.04%
22-Jul-21,"32,298.90","32,131.70","32,585.40","31,729.40",64.87K,0.52%
21-Jul-21,"32,131.40","29,794.70","32,794.60","29,519.30",118.34K,7.85%
20-Jul-21,"29,793.80","30,835.40","31,040.80","29,310.20",97.46K,-3.38%
19-Jul-21,"30,837.20","31,782.90","31,887.00","30,478.20",77.48K,-2.98%
18-Jul-21,"31,785.40","31,517.90","32,408.20","31,220.60",57.01K,0.85%
17-Jul-21,"31,518.60","31,384.40","31,914.80","31,207.80",58.06K,0.40%
16-Jul-21,"31,394.00","31,842.30","32,239.80","31,062.20",70.48K,-1.40%
15-Jul-21,"31,840.50","32,820.50","33,157.00","31,175.80",76.95K,-2.99%
14-Jul-21,"32,820.70","32,727.80","33,051.90","31,611.20",69.56K,0.28%
13-Jul-21,"32,728.10","33,106.10","33,307.70","32,259.50",60.04K,-1.16%
12-Jul-21,"33,113.00","34,228.30","34,598.00","32,662.80",63.24K,-3.26%
11-Jul-21,"34,227.70","33,510.80","34,580.60","33,319.80",35.72K,2.14%
10-Jul-21,"33,510.60","33,797.70","34,221.00","33,056.80",50.94K,-0.85%
09-Jul-21,"33,797.40","32,866.30","34,079.20","32,367.00",67.14K,2.83%
08-Jul-21,"32,866.30","33,859.40","33,923.20","32,146.90",108.09K,-2.96%
07-Jul-21,"33,867.80","34,228.70","35,036.60","33,801.30",72.03K,-1.05%
06-Jul-21,"34,225.60","33,688.50","35,062.00","33,581.70",83.63K,1.60%
05-Jul-21,"33,687.80","35,297.00","35,300.50","33,164.10",88.36K,-4.56%
04-Jul-21,"35,298.20","34,742.80","35,957.60","34,740.10",56.13K,1.60%
03-Jul-21,"34,742.80","33,814.20","34,909.80","33,363.30",55.69K,2.75%
02-Jul-21,"33,813.40","33,542.20","33,925.90","32,734.60",78.93K,0.80%
01-Jul-21,"33,543.60","35,030.70","35,032.70","32,839.20",27.41K,-4.23%
30-Jun-21,"35,026.90","35,832.60","36,089.50","34,126.60",107.07K,-2.25%
29-Jun-21,"35,834.70","34,477.30","36,590.30","34,247.60",97.27K,3.94%
28-Jun-21,"34,475.90","34,682.20","35,231.20","33,944.90",112.00K,-0.58%
27-Jun-21,"34,678.50","32,247.10","34,685.50","32,041.70",148.80K,7.55%
26-Jun-21,"32,243.40","31,592.10","32,643.00","30,206.90",156.67K,2.06%
25-Jun-21,"31,594.00","34,660.50","35,490.90","31,337.90",193.43K,-8.86%
24-Jun-21,"34,665.80","33,678.10","35,249.90","32,356.70",119.25K,2.94%
23-Jun-21,"33,674.30","32,498.30","34,784.30","31,736.50",173.34K,3.62%
22-Jun-21,"32,496.40","31,682.70","33,272.50","28,901.80",309.65K,2.54%
21-Jun-21,"31,692.00","35,597.90","35,708.40","31,284.10",256.87K,-10.97%
20-Jun-21,"35,595.80","35,510.90","36,097.90","33,378.00",137.48K,0.23%
19-Jun-21,"35,513.40","35,770.00","36,357.30","34,845.50",105.46K,-0.66%
18-Jun-21,"35,749.40","38,045.50","38,166.00","35,198.50",102.84K,-6.05%
17-Jun-21,"38,052.00","38,337.80","39,529.90","37,425.30",109.58K,-0.74%
16-Jun-21,"38,336.00","40,148.10","40,494.40","38,156.40",123.52K,-4.53%
15-Jun-21,"40,156.10","40,522.50","41,318.00","39,589.90",117.55K,-0.92%
14-Jun-21,"40,529.40","39,024.10","40,970.40","38,769.90",157.35K,3.86%
13-Jun-21,"39,022.90","35,467.50","39,321.60","34,827.00",123.32K,10.02%
12-Jun-21,"35,467.50","37,334.40","37,437.30","34,703.30",87.73K,-4.95%
11-Jun-21,"37,314.60","36,654.30","37,641.10","36,003.30",109.15K,1.81%
10-Jun-21,"36,649.40","37,375.20","38,340.80","35,824.00",154.32K,-1.83%
09-Jun-21,"37,332.20","33,385.50","37,517.60","32,428.60",209.82K,11.83%
08-Jun-21,"33,382.90","33,574.60","34,047.80","31,158.10",193.54K,-0.58%
07-Jun-21,"33,578.00","35,815.40","36,754.60","33,410.10",119.50K,-6.25%
06-Jun-21,"35,815.40","35,518.70","36,434.00","35,265.30",62.20K,0.83%
05-Jun-21,"35,520.00","36,841.20","37,887.60","34,832.00",101.48K,-3.61%
04-Jun-21,"36,851.30","39,191.40","39,255.40","35,659.90",127.71K,-5.96%
03-Jun-21,"39,187.30","37,555.70","39,462.30","37,193.60",106.44K,4.34%
02-Jun-21,"37,555.80","36,687.70","38,199.90","35,981.10",96.89K,2.37%
01-Jun-21,"36,687.60","37,294.30","37,850.30","35,742.70",113.48K,-1.64%
31-May-21,"37,298.60","35,644.00","37,480.70","34,213.20",131.70K,4.62%
30-May-21,"35,652.80","34,589.30","36,388.60","33,441.00",104.18K,3.09%
29-May-21,"34,584.60","35,664.50","37,227.10","33,664.20",160.43K,-3.02%
28-May-21,"35,662.50","38,543.20","38,844.10","34,772.40",199.58K,-7.17%
27-May-21,"38,417.30","39,249.00","40,322.20","37,190.80",122.93K,-2.12%
26-May-21,"39,249.20","38,375.70","40,750.00","37,847.00",153.80K,2.27%
25-May-21,"38,378.30","38,753.60","39,740.80","36,540.70",163.01K,-0.96%
24-May-21,"38,750.60","34,720.30","39,851.70","34,474.60",244.88K,11.74%
23-May-21,"34,679.70","37,446.80","38,248.70","31,192.40",325.73K,-7.39%
22-May-21,"37,448.30","37,291.00","38,776.00","35,314.90",185.83K,0.40%
21-May-21,"37,297.40","40,611.20","42,108.30","33,592.30",315.50K,-8.40%
20-May-21,"40,717.20","36,706.80","42,425.90","35,010.40",269.75K,10.88%
19-May-21,"36,720.50","42,898.30","43,516.60","30,261.70",607.10K,-14.40%
18-May-21,"42,897.30","43,538.50","45,770.90","42,293.90",154.96K,-1.48%
17-May-21,"43,541.30","46,424.20","46,545.40","42,201.50",274.76K,-6.21%
16-May-21,"46,426.40","46,729.30","49,764.30","43,920.80",180.07K,-0.60%
15-May-21,"46,708.80","49,839.10","50,640.90","46,650.20",131.91K,-6.28%
14-May-21,"49,839.80","49,704.90","51,459.20","48,874.00",118.84K,0.27%
13-May-21,"49,704.60","49,398.20","51,337.30","46,331.10",236.71K,0.65%
12-May-21,"49,384.20","56,694.50","57,938.50","49,187.00",160.74K,-12.90%
11-May-21,"56,695.70","55,846.10","56,871.10","54,550.40",96.47K,1.52%
10-May-21,"55,848.90","58,251.20","59,523.90","53,678.30",142.61K,-4.10%
09-May-21,"58,238.30","58,840.60","59,227.00","56,414.40",103.59K,-1.02%
08-May-21,"58,840.10","57,330.30","59,471.10","56,972.20",101.27K,2.62%
07-May-21,"57,337.20","56,411.40","58,639.30","55,300.10",110.01K,1.65%
06-May-21,"56,405.40","57,441.00","58,364.90","55,294.50",109.02K,-1.80%
05-May-21,"57,441.30","53,872.50","57,936.40","53,872.50",119.82K,6.88%
04-May-21,"53,741.50","57,170.60","57,201.30","53,741.50",132.33K,-6.00%
03-May-21,"57,169.80","56,605.80","58,925.10","56,562.40",89.24K,1.00%
02-May-21,"56,603.80","57,807.20","57,868.40","56,110.50",53.61K,-2.08%
01-May-21,"57,807.10","57,719.10","58,449.40","57,029.50",63.41K,0.15%
30-Apr-21,"57,720.30","53,562.30","57,925.60","53,088.70",103.74K,7.77%
29-Apr-21,"53,560.80","54,838.60","55,173.70","52,400.00",83.90K,-2.34%
28-Apr-21,"54,841.40","55,036.00","56,419.90","53,876.40",86.96K,-0.35%
27-Apr-21,"55,036.50","54,011.10","55,427.80","53,345.00",84.08K,1.88%
26-Apr-21,"54,020.50","48,963.50","54,320.90","48,815.90",129.76K,10.33%
25-Apr-21,"48,963.60","50,088.20","50,532.40","47,098.50",59.20K,-2.25%
24-Apr-21,"50,088.90","51,140.80","51,183.00","48,775.20",82.25K,-2.06%
23-Apr-21,"51,143.60","51,707.10","52,099.90","47,659.40",214.46K,-1.13%
22-Apr-21,"51,729.50","53,821.30","55,408.40","50,590.90",168.13K,-3.88%
21-Apr-21,"53,820.20","56,479.50","56,764.40","53,657.60",100.26K,-4.71%
20-Apr-21,"56,483.20","55,645.10","57,054.90","53,422.50",115.49K,1.50%
19-Apr-21,"55,646.10","56,208.10","57,517.00","54,272.30",117.51K,-1.00%
18-Apr-21,"56,207.10","60,043.20","60,362.10","51,817.60",216.81K,-6.39%
17-Apr-21,"60,041.90","61,358.30","62,509.10","59,672.10",84.08K,-2.18%
16-Apr-21,"61,379.70","63,211.60","63,518.50","60,027.30",136.85K,-2.90%
15-Apr-21,"63,216.00","62,978.60","63,729.10","62,067.50",76.97K,0.37%
14-Apr-21,"62,980.40","63,544.20","64,778.00","61,366.30",130.43K,-0.88%
13-Apr-21,"63,540.90","59,863.60","63,659.00","59,839.40",126.56K,6.14%
12-Apr-21,"59,863.80","59,982.10","61,259.90","59,569.20",81.88K,-0.19%
11-Apr-21,"59,978.70","59,772.40","60,667.10","59,250.30",58.20K,0.39%
10-Apr-21,"59,748.40","58,127.40","61,229.00","57,900.00",103.72K,2.80%
09-Apr-21,"58,118.70","58,076.80","58,890.90","57,686.00",59.22K,0.07%
08-Apr-21,"58,077.40","55,948.00","58,136.70","55,721.60",64.78K,3.80%
07-Apr-21,"55,948.70","57,996.30","58,627.70","55,489.30",110.69K,-3.53%
06-Apr-21,"57,996.30","59,169.00","59,487.00","57,403.30",77.15K,-1.69%
05-Apr-21,"58,993.40","58,202.30","59,205.10","56,842.70",54.13K,1.36%
04-Apr-21,"58,199.90","57,059.70","58,464.80","56,470.60",57.21K,2.00%
03-Apr-21,"57,059.90","58,976.80","59,770.50","56,906.70",68.74K,-3.25%
02-Apr-21,"58,977.30","58,718.20","60,134.90","58,466.50",72.37K,0.44%
01-Apr-21,"58,718.30","58,763.20","59,406.50","58,040.70",69.04K,-0.08%
31-Mar-21,"58,763.70","58,771.40","59,795.60","56,991.60",98.06K,-0.01%
30-Mar-21,"58,771.30","57,614.60","59,366.90","57,077.10",86.21K,2.00%
29-Mar-21,"57,616.20","55,764.70","58,392.60","54,951.10",107.91K,3.32%
28-Mar-21,"55,765.20","55,856.90","56,504.20","54,711.30",58.71K,-0.17%
27-Mar-21,"55,862.90","55,033.80","56,531.10","54,010.20",73.87K,1.50%
26-Mar-21,"55,036.10","51,317.40","55,074.10","51,302.00",100.30K,7.24%
25-Mar-21,"51,322.30","52,330.00","53,175.40","50,441.30",143.35K,-1.92%
24-Mar-21,"52,325.40","54,309.10","57,169.40","51,725.40",137.91K,-3.91%
23-Mar-21,"54,452.50","54,117.50","55,813.80","52,992.30",84.84K,0.54%
22-Mar-21,"54,158.30","57,379.30","58,379.90","53,784.20",95.53K,-5.62%
21-Mar-21,"57,383.80","58,097.40","58,583.80","55,583.30",77.47K,-1.22%
20-Mar-21,"58,093.40","58,084.10","59,882.10","57,863.00",67.83K,0.01%
19-Mar-21,"58,088.00","57,645.00","59,448.30","56,305.10",83.98K,0.75%
18-Mar-21,"57,656.00","58,911.80","60,088.00","57,099.60",102.62K,-2.13%
17-Mar-21,"58,913.50","56,892.90","58,933.20","54,253.20",118.26K,3.56%
16-Mar-21,"56,889.70","55,619.50","56,889.70","53,342.60",128.51K,1.97%
15-Mar-21,"55,791.30","59,117.40","60,565.90","55,088.80",117.71K,-5.62%
14-Mar-21,"59,113.70","61,192.70","61,673.70","59,113.70",80.29K,-3.40%
13-Mar-21,"61,195.30","57,267.40","61,795.80","56,118.80",134.64K,6.86%
12-Mar-21,"57,265.10","57,806.20","58,052.30","55,134.50",116.96K,-0.92%
11-Mar-21,"57,799.50","55,851.20","58,135.00","54,351.80",129.63K,3.49%
10-Mar-21,"55,851.90","54,882.70","57,328.70","53,073.60",140.96K,1.77%
09-Mar-21,"54,879.00","52,352.40","54,880.60","51,941.30",114.06K,4.91%
08-Mar-21,"52,311.00","50,988.90","52,384.90","49,338.10",68.14K,2.61%
07-Mar-21,"50,982.30","48,899.00","51,434.10","48,890.60",82.91K,4.35%
06-Mar-21,"48,855.60","48,798.70","49,191.80","47,132.80",66.66K,0.13%
05-Mar-21,"48,792.50","48,363.60","49,429.40","46,370.10",113.64K,0.75%
04-Mar-21,"48,428.00","50,388.00","51,757.70","47,521.80",9.56K,-3.90%
03-Mar-21,"50,395.10","48,422.20","52,567.90","48,159.20",44.93K,4.07%
02-Mar-21,"48,424.20","49,595.60","50,191.90","47,100.60",102.10K,-2.36%
01-Mar-21,"49,595.50","45,160.50","49,774.00","45,008.80",137.52K,9.81%
28-Feb-21,"45,164.00","46,136.00","46,582.00","43,100.60",135.08K,-2.11%
27-Feb-21,"46,136.70","46,333.10","48,335.10","45,059.40",98.75K,-0.45%
26-Feb-21,"46,345.60","46,928.50","48,413.90","44,248.20",189.41K,-1.24%
25-Feb-21,"46,928.50","49,695.90","52,013.80","46,773.70",83.22K,-5.57%
24-Feb-21,"49,697.50","48,911.10","51,311.80","47,031.70",153.75K,1.61%
23-Feb-21,"48,911.20","54,114.10","54,115.00","45,093.80",315.07K,-9.61%
22-Feb-21,"54,111.80","57,437.60","57,480.80","48,353.80",244.95K,-5.78%
21-Feb-21,"57,433.80","55,907.60","58,335.10","55,502.70",87.26K,2.70%
20-Feb-21,"55,923.70","55,922.00","57,523.80","54,124.10",127.85K,0.03%
19-Feb-21,"55,906.60","51,590.10","56,238.50","50,816.80",139.43K,8.38%
18-Feb-21,"51,582.20","52,094.50","52,524.00","50,941.60",94.35K,-0.95%
17-Feb-21,"52,079.20","49,161.30","52,577.70","49,018.10",140.03K,5.92%
16-Feb-21,"49,169.70","47,934.20","50,515.80","47,044.40",141.37K,2.57%
15-Feb-21,"47,936.30","48,611.10","48,936.50","45,786.10",123.18K,-1.45%
14-Feb-21,"48,643.40","47,172.10","49,695.10","47,051.90",106.50K,3.13%
13-Feb-21,"47,168.70","47,373.10","48,097.30","46,270.50",89.42K,-0.43%
12-Feb-21,"47,371.70","47,995.00","48,927.40","46,218.60",133.73K,-1.29%
11-Feb-21,"47,990.70","44,834.80","48,622.10","44,041.10",145.77K,7.04%
10-Feb-21,"44,836.00","46,507.80","47,295.30","43,800.50",151.83K,-3.60%
09-Feb-21,"46,508.60","46,396.40","48,143.50","45,104.70",193.87K,0.24%
08-Feb-21,"46,395.70","38,853.60","46,596.40","38,057.00",248.47K,19.41%
07-Feb-21,"38,852.90","39,228.90","39,691.70","37,381.60",125.37K,-1.03%
06-Feb-21,"39,256.60","38,300.60","40,939.70","38,275.30",156.02K,2.50%
05-Feb-21,"38,297.60","36,976.40","38,303.60","36,640.00",100.60K,3.56%
04-Feb-21,"36,982.10","37,648.90","38,707.90","36,380.80",151.44K,-1.77%
03-Feb-21,"37,646.80","35,486.90","37,646.80","35,401.50",131.03K,6.09%
02-Feb-21,"35,485.20","33,514.00","35,976.10","33,462.40",120.85K,5.88%
01-Feb-21,"33,515.70","33,106.80","34,685.60","32,324.90",126.32K,1.23%
31-Jan-21,"33,108.10","34,281.60","34,348.30","32,189.90",101.92K,-3.43%
30-Jan-21,"34,283.10","34,300.00","34,920.90","32,908.50",128.57K,-0.05%
29-Jan-21,"34,301.80","33,381.70","38,546.00","31,953.30",297.73K,2.78%
28-Jan-21,"33,374.80","30,408.90","33,790.80","29,911.90",167.39K,9.77%
27-Jan-21,"30,404.00","32,499.60","32,545.40","29,290.40",194.35K,-6.46%
26-Jan-21,"32,502.10","32,244.10","32,917.70","30,850.00",139.84K,0.77%
25-Jan-21,"32,252.30","32,244.30","34,854.30","31,967.40",142.43K,0.03%
24-Jan-21,"32,241.30","32,088.50","33,034.80","30,982.90",88.21K,0.47%
23-Jan-21,"32,088.90","32,994.10","33,441.40","31,418.20",100.70K,-2.76%
22-Jan-21,"33,000.50","30,838.70","33,821.20","28,871.20",243.09K,7.00%
21-Jan-21,"30,842.10","35,472.30","35,591.10","30,101.80",253.27K,-13.06%
20-Jan-21,"35,476.30","35,862.10","36,384.40","33,444.50",153.61K,-1.46%
19-Jan-21,"36,002.90","36,630.60","37,821.00","36,001.40",79.11K,-1.67%
18-Jan-21,"36,613.20","35,838.20","37,436.80","34,801.00",111.52K,2.16%
17-Jan-21,"35,839.60","36,020.10","36,801.30","33,883.50",126.82K,-0.50%
16-Jan-21,"36,019.50","36,751.80","37,931.70","35,408.40",137.02K,-2.24%
15-Jan-21,"36,845.80","39,175.70","39,715.00","34,488.70",118.42K,-5.95%
14-Jan-21,"39,175.70","37,383.40","40,054.30","36,772.10",172.40K,4.80%
13-Jan-21,"37,382.20","34,061.20","37,764.60","32,451.90",209.93K,9.70%
12-Jan-21,"34,076.10","35,426.00","36,598.70","32,572.70",241.93K,-4.13%
11-Jan-21,"35,544.30","38,195.30","38,217.20","30,411.60",251.04K,-6.93%
10-Jan-21,"38,192.20","40,149.70","41,362.40","35,141.60",215.78K,-4.88%
09-Jan-21,"40,151.90","40,607.20","41,363.50","38,775.10",128.42K,-1.10%
08-Jan-21,"40,599.30","39,466.40","41,921.70","36,613.40",251.29K,2.89%
07-Jan-21,"39,460.20","36,798.50","40,340.90","36,361.20",249.60K,7.25%
06-Jan-21,"36,793.20","33,999.30","36,934.80","33,408.30",227.56K,8.24%
05-Jan-21,"33,991.50","32,015.40","34,414.70","30,010.50",202.13K,6.15%
04-Jan-21,"32,022.60","33,016.60","33,587.50","28,204.50",255.27K,-2.84%
03-Jan-21,"32,958.90","32,192.90","34,755.90","32,029.60",155.21K,2.38%
02-Jan-21,"32,193.30","29,359.70","33,233.50","29,008.00",240.87K,9.65%
01-Jan-21,"29,359.90","28,951.70","29,627.10","28,712.40",100.90K,1.42%
31-Dec-20,"28,949.40","28,866.80","29,298.80","28,025.00",136.69K,0.28%
30-Dec-20,"28,868.70","27,374.50","28,979.30","27,374.50",159.82K,5.45%
29-Dec-20,"27,376.00","27,065.30","27,390.70","25,902.80",119.57K,1.18%
28-Dec-20,"27,057.80","26,259.20","27,444.90","26,144.30",126.98K,3.03%
27-Dec-20,"26,261.30","26,460.30","28,360.30","25,858.20",231.23K,-0.73%
26-Dec-20,"26,454.40","24,714.70","26,826.00","24,515.10",155.77K,7.15%
25-Dec-20,"24,689.60","23,728.70","24,778.90","23,445.30",2.40K,4.02%
24-Dec-20,"23,736.50","23,253.20","23,783.70","22,737.30",104.59K,2.06%
23-Dec-20,"23,257.90","23,820.80","24,063.70","22,694.70",178.47K,-2.37%
22-Dec-20,"23,823.20","22,730.40","23,825.40","22,388.60",130.75K,4.82%
21-Dec-20,"22,728.50","23,474.10","24,101.90","22,015.50",154.69K,-3.18%
20-Dec-20,"23,474.90","23,843.60","24,280.90","23,098.90",114.09K,-1.55%
19-Dec-20,"23,844.00","23,127.60","24,107.10","22,797.00",133.88K,3.10%
18-Dec-20,"23,127.90","22,823.30","23,272.80","22,361.50",131.80K,1.33%
17-Dec-20,"22,825.40","21,352.30","23,738.00","21,243.10",310.74K,6.90%
16-Dec-20,"21,352.20","19,434.70","21,525.30","19,299.70",199.81K,9.87%
15-Dec-20,"19,434.90","19,273.90","19,556.30","19,076.20",98.39K,0.84%
14-Dec-20,"19,273.80","19,176.40","19,346.50","19,007.00",67.11K,0.51%
13-Dec-20,"19,176.80","18,808.10","19,403.60","18,716.80",82.45K,1.96%
12-Dec-20,"18,808.90","18,026.70","18,936.20","18,025.10",71.37K,4.36%
11-Dec-20,"18,023.60","18,250.50","18,288.30","17,600.10",111.53K,-1.23%
10-Dec-20,"18,247.20","18,546.10","18,551.80","17,926.80",85.31K,-1.61%
09-Dec-20,"18,546.00","18,322.40","18,637.90","17,658.80",129.72K,1.20%
08-Dec-20,"18,326.60","19,170.80","19,288.60","18,229.20",101.41K,-4.40%
07-Dec-20,"19,170.70","19,368.40","19,424.60","18,908.80",61.98K,-1.08%
06-Dec-20,"19,379.90","19,146.00","19,417.10","18,873.00",54.56K,1.22%
05-Dec-20,"19,146.50","18,657.50","19,172.70","18,507.10",59.44K,2.62%
04-Dec-20,"18,658.10","19,431.10","19,529.50","18,610.80",110.63K,-3.99%
03-Dec-20,"19,433.30","19,219.80","19,596.60","18,883.70",99.97K,1.12%
02-Dec-20,"19,218.80","18,767.90","19,335.50","18,346.70",91.92K,2.39%
01-Dec-20,"18,770.70","19,697.80","19,897.40","18,257.00",208.72K,-4.71%
30-Nov-20,"19,698.10","18,186.00","19,831.20","18,186.00",185.59K,8.32%
29-Nov-20,"18,185.50","17,729.70","18,336.30","17,530.40",79.12K,2.57%
28-Nov-20,"17,730.70","17,142.60","17,874.40","16,874.40",95.20K,3.52%
27-Nov-20,"17,127.10","17,160.90","17,450.30","16,481.60",138.80K,-0.20%
26-Nov-20,"17,162.00","18,721.90","18,894.90","16,235.20",312.07K,-8.34%
25-Nov-20,"18,723.00","19,151.50","19,486.70","18,527.70",146.12K,-2.24%
24-Nov-20,"19,152.60","18,394.60","19,416.60","18,074.80",180.79K,4.21%
23-Nov-20,"18,379.60","18,428.10","18,756.80","18,016.00",127.35K,-0.18%
22-Nov-20,"18,412.90","18,689.30","18,751.50","17,644.60",121.76K,-1.47%
21-Nov-20,"18,687.20","18,673.80","18,966.00","18,397.50",108.91K,0.06%
20-Nov-20,"18,675.20","17,805.50","18,811.00","17,758.40",134.42K,4.90%
19-Nov-20,"17,803.50","17,775.10","18,166.00","17,380.10",135.94K,0.16%
18-Nov-20,"17,774.60","17,662.30","18,466.10","17,258.90",233.43K,0.64%
17-Nov-20,"17,662.30","16,715.80","17,845.40","16,562.00",175.87K,5.66%
